academic_id,daily_study_hours,academic_pressure_score,attendance_percentage,cgpa
A-141234,3.5,1,0.513,5.56
A-141249,3.5,1,0.682,7.31
A-141254,3.5,1,0.679,5.65
A-141261,3.5,1,0.904,4.97
A-141268,3.5,1,0.994,7.01
A-141279,3.5,1,0.542,9.27
A-141292,3.5,1,0.74,7.91
A-141297,3.5,1,0.745,9.06
A-141310,3.5,1,0.98,9.4
A-141315,3.5,1,0.781,8.42
A-141328,3.5,1,0.588,5.39
A-141335,3.5,1,0.914,4.37
A-141336,3.5,1,0.82,5.78
A-141339,3.5,1,0.973,7.73
A-141351,3.5,1,0.71,9.92
A-141355,3.5,1,0.953,4.04
A-141369,3.5,1,0.745,9.71
A-141386,3.5,1,0.741,8.26
A-141387,3.5,1,0.78,5.87
A-141392,3.5,1,0.795,5.15
A-141400,3.5,1,0.651,7.16
A-141405,3.5,1,0.622,8.09
A-141433,3.5,1,0.699,7.42
A-141447,3.5,1,0.791,6.48
A-141449,3.5,1,0.959,9.15
A-141458,3.5,1,0.865,7.7
A-141462,3.5,1,0.818,9
A-141465,3.5,1,0.836,8.13
A-141466,3.5,1,0.855,9.56
A-141470,3.5,1,0.92,6.74
A-141480,3.5,1,0.798,8.79
A-141482,3.5,1,0.551,9.09
A-141483,3.5,1,0.69,9.83
A-141499,3.5,1,0.629,7.71
A-141507,3.5,1,0.888,5.88
A-141518,3.5,1,0.581,5.85
A-141527,3.5,1,0.568,8.63
A-141531,3.5,1,0.852,4.32
A-141546,3.5,1,0.984,5.02
A-141554,3.5,1,0.852,7.48
A-141569,3.5,1,0.557,9.64
A-141571,3.5,1,0.981,5.8
A-141585,3.5,1,0.731,9.93
A-141588,3.5,1,0.987,4.04
A-141592,3.5,1,0.76,5.47
A-141602,3.5,1,0.937,8.51
A-141603,3.5,1,0.642,7.06
A-141614,3.5,1,0.908,7.47
A-141619,3.5,1,0.628,8.83
A-141635,3.5,1,0.674,5.67
A-141645,3.5,1,0.634,6.02
A-141651,3.5,1,0.52,4.64
A-141691,3.5,1,0.961,6.47
A-141717,3.5,1,0.528,8.72
A-141733,3.5,1,0.832,7.81
A-141740,3.5,1,0.607,5.82
A-141745,3.5,1,0.502,9.9
A-141746,3.5,1,0.938,9.88
A-141755,3.5,1,0.855,6.08
A-141762,3.5,1,0.98,8.31
A-141798,3.5,1,0.951,9.67
A-141825,3.5,1,0.954,5.02
A-141833,3.5,1,0.946,8.44
A-141841,3.5,1,0.907,6.63
A-141873,3.5,1,0.97,5.28
A-141881,3.5,1,0.885,6.42
A-141884,3.5,1,0.822,9.47
A-141891,3.5,1,0.659,6.41
A-141912,3.5,1,0.576,8.85
A-141927,3.5,1,0.848,5.9
A-141946,3.5,1,0.838,4.48
A-141948,3.5,1,0.885,7.69
A-141957,3.5,1,0.567,8.43
A-141970,3.5,1,0.714,6.35
A-141983,3.5,1,0.904,7.39
A-141991,3.5,1,0.506,8.63
A-141992,3.5,1,0.611,9.74
A-142003,3.5,1,0.644,4.98
A-142009,3.5,1,0.787,8.22
A-142013,3.5,1,0.751,9.89
A-142038,3.5,1,0.701,7.11
A-142043,3.5,1,0.752,6.51
A-142055,3.5,1,0.96,7.93
A-142060,3.5,1,0.715,6.12
A-142066,3.5,1,0.795,4.78
A-142072,3.5,1,0.502,8.53
A-142075,3.5,1,0.594,7.92
A-142080,3.5,1,0.647,8.35
A-142084,3.5,1,0.574,9.73
A-142108,3.5,1,0.9,8.74
A-142113,3.5,1,0.73,6.07
A-142129,3.5,1,0.955,4.36
A-142133,3.5,1,0.764,7.16
A-142134,3.5,1,0.53,5.55
A-142139,3.5,1,0.566,5.89
A-142142,3.5,1,0.791,8.23
A-142147,3.5,1,0.986,8.84
A-142149,3.5,1,0.534,6.26
A-142151,3.5,1,0.749,5.49
A-142154,3.5,1,0.863,8.2
A-142166,3.5,1,0.585,6.84
A-142195,3.5,1,0.57,9.35
A-142200,3.5,1,0.556,6.91
A-110827,1.7,1,0.756,6.51
A-110836,1.7,1,0.854,7.67
A-110837,1.7,1,0.613,8.48
A-110852,1.7,1,0.859,9.51
A-110853,1.7,1,0.929,7.95
A-110864,1.7,1,0.958,9.65
A-110865,1.7,1,0.924,4.5
A-110866,1.7,1,0.515,7.89
A-110872,1.7,1,0.628,7.97
A-110876,1.7,1,0.736,4.49
A-110883,1.7,1,0.504,9.49
A-110887,1.7,1,0.68,6.35
A-110902,1.7,1,0.685,4.68
A-110903,1.7,1,0.648,6.72
A-110906,1.7,1,0.832,5.17
A-110935,1.7,1,0.726,6.95
A-110956,1.7,1,0.73,6.74
A-110969,1.7,1,0.972,6.98
A-110976,1.7,1,0.872,6.78
A-110993,1.7,1,0.623,8.2
A-110997,1.7,1,0.511,7.43
A-111028,1.7,1,0.929,6.95
A-111033,1.7,1,0.853,6.15
A-111037,1.7,1,0.743,5.98
A-111038,1.7,1,0.87,9.01
A-111043,1.7,1,0.636,5.77
A-111045,1.7,1,0.602,9.2
A-111060,1.7,1,0.689,9.01
A-111066,1.7,1,0.825,5.69
A-111075,1.7,1,0.972,5.91
A-111076,1.7,1,0.634,8.3
A-111077,1.7,1,0.835,5.57
A-111094,1.7,1,0.566,9.35
A-111105,1.7,1,0.611,5.68
A-111124,1.7,1,0.537,9.54
A-111137,1.7,1,0.938,7.13
A-111151,1.7,1,0.899,4.43
A-111161,1.7,1,0.89,9.59
A-111178,1.7,1,0.74,4.73
A-111180,1.7,1,0.993,5.66
A-111182,1.7,1,0.724,7.4
A-111184,1.7,1,0.656,6.14
A-111186,1.7,1,0.547,5.33
A-111187,1.7,1,0.799,6.03
A-111194,1.7,1,0.699,6.62
A-111201,1.7,1,0.54,9.88
A-111206,1.7,1,0.98,4.48
A-111207,1.7,1,0.658,7.59
A-111211,1.7,1,0.905,5.52
A-111214,1.7,1,0.973,9.97
A-111215,1.7,1,0.891,9.77
A-111219,1.7,1,0.972,9.72
A-111227,1.7,1,0.572,4.18
A-111230,1.7,1,0.629,8.7
A-111233,1.7,1,0.586,5.08
A-111241,1.7,1,0.601,5.45
A-111259,1.7,1,0.543,5.96
A-111261,1.7,1,0.727,8.92
A-111271,1.7,1,0.561,9.67
A-111295,1.7,1,0.997,8.24
A-111306,1.7,1,0.706,4.9
A-111314,1.7,1,0.937,9.84
A-111320,1.7,1,0.644,8.71
A-111329,1.7,1,0.878,5.58
A-111339,1.7,1,0.733,9.41
A-111340,1.7,1,0.982,5.88
A-111347,1.7,1,0.527,7.48
A-111349,1.7,1,0.762,6.57
A-111355,1.7,1,0.791,5.91
A-111369,1.7,1,0.514,9.2
A-111379,1.7,1,0.615,4.35
A-111401,1.7,1,0.741,8.62
A-111404,1.7,1,0.824,6.3
A-111411,1.7,1,0.503,4.19
A-111443,1.7,1,0.99,7.42
A-111453,1.7,1,0.807,8.72
A-111457,1.7,1,0.6,7.94
A-111461,1.7,1,0.529,9.14
A-111462,1.7,1,0.663,7.1
A-111473,1.7,1,0.994,8.52
A-111480,1.7,1,0.96,6.15
A-111486,1.7,1,0.639,4.69
A-111491,1.7,1,0.876,8.58
A-111493,1.7,1,0.776,5.92
A-111494,1.7,1,0.605,5.67
A-111507,1.7,1,0.529,8.68
A-111510,1.7,1,0.975,4.19
A-111513,1.7,1,0.838,5.37
A-111514,1.7,1,0.968,4.47
A-111519,1.7,1,0.947,7.44
A-111523,1.7,1,0.813,9.19
A-111531,1.7,1,0.904,8.51
A-111536,1.7,1,0.752,9.13
A-111542,1.7,1,0.945,9.68
A-111545,1.7,1,0.785,6.35
A-111546,1.7,1,0.778,7.26
A-111563,1.7,1,0.767,5.3
A-111565,1.7,1,0.61,4.65
A-111568,1.7,1,0.803,9.63
A-111581,1.7,1,0.584,8.22
A-111623,1.7,1,0.926,4.7
A-111630,1.7,1,0.603,7.04
A-111633,1.7,1,0.537,8.85
A-111635,1.7,1,0.703,7.31
A-111654,1.7,1,0.954,5.42
A-111681,1.7,1,0.676,7.51
A-111685,1.7,1,0.598,4.78
A-111690,1.7,1,0.868,6.75
A-111700,1.7,1,0.669,8.67
A-111705,1.7,1,0.572,5.89
A-111735,1.7,1,0.756,9.95
A-111760,1.7,1,0.648,4.51
A-111768,1.7,1,0.615,8.73
A-111782,1.7,1,0.577,8.13
A-111792,1.7,1,0.545,4.44
A-111794,1.7,1,0.901,7.31
A-111800,1.7,1,0.644,9.9
A-111801,1.7,1,0.816,7.52
A-111805,1.7,1,0.942,7.94
A-111813,1.7,1,0.7,8.92
A-111836,1.7,1,0.868,6.32
A-111851,1.7,1,0.594,8.04
A-111861,1.7,1,0.845,9.63
A-111874,1.7,1,0.627,6.57
A-111878,1.7,1,0.785,9.24
A-111884,1.7,1,0.544,5.49
A-111890,1.7,1,0.763,4.94
A-111898,1.7,1,0.823,5.82
A-111912,1.7,1,0.52,7.67
A-111919,1.7,1,0.836,6.35
A-111922,1.7,1,0.569,8.12
A-111925,1.7,1,0.854,4.42
A-111936,1.7,1,0.617,8.93
A-111937,1.7,1,0.711,7.72
A-111939,1.7,1,0.864,6.65
A-111942,1.7,1,0.835,8.37
A-111943,1.7,1,0.704,9.48
A-111950,1.7,1,0.995,9.06
A-111953,1.7,1,0.93,6.25
A-111955,1.7,1,0.781,8.61
A-111965,1.7,1,0.713,9.61
A-111968,1.7,1,0.971,9.36
A-111984,1.7,1,0.85,5.64
A-111988,1.7,1,0.685,5.78
A-112012,1.7,1,0.542,7.67
A-112021,1.7,1,0.888,5.48
A-112022,1.7,1,0.526,8.12
A-112036,1.7,1,0.611,8.3
A-112045,1.7,1,0.508,4.23
A-112053,1.7,1,0.837,8.52
A-112055,1.7,1,0.648,8.32
A-112058,1.7,1,0.534,9.28
A-112061,1.7,1,0.837,8.38
A-112062,1.7,1,0.681,7.56
A-112063,1.7,1,0.678,7.88
A-112066,1.7,1,0.916,6.06
A-112079,1.7,1,0.698,9.59
A-112084,1.7,1,0.839,7.19
A-112086,1.7,1,0.969,5.96
A-112135,1.7,1,0.833,7.26
A-112138,1.7,1,0.729,7.47
A-112139,1.7,1,0.799,6.84
A-112142,1.7,1,0.642,6.9
A-112153,1.7,1,0.899,9.12
A-112167,1.7,1,0.981,9.7
A-112187,1.7,1,0.922,8.72
A-112190,1.7,1,0.509,4.01
A-112199,1.7,1,0.736,6.27
A-112200,1.7,1,0.779,6.06
A-112202,1.7,1,0.561,4.12
A-112204,1.7,1,0.899,7.98
A-112228,1.7,1,0.832,5.27
A-112229,1.7,1,0.843,6.47
A-112237,1.7,1,0.54,5.5
A-112259,1.7,1,0.582,5.04
A-112283,1.7,1,0.742,9.53
A-112315,1.7,1,0.67,7.53
A-112319,1.7,1,0.916,7.08
A-112338,1.7,1,0.556,8.92
A-112346,1.7,1,0.841,7.56
A-112363,1.7,1,0.625,7.9
A-112392,1.7,1,0.93,5.05
A-112412,1.7,1,0.999,4.78
A-112414,1.7,1,0.623,6.82
A-112415,1.7,1,0.535,7.43
A-232345,9,1,0.96,5.66
A-232346,9,1,0.973,4.29
A-232347,9,1,0.621,4.31
A-232365,9,1,0.685,8.12
A-232366,9,1,0.592,6.66
A-232375,9,1,0.7,4.54
A-232379,9,1,0.618,5.01
A-232392,9,1,0.762,7.14
A-232410,9,1,0.93,5.57
A-232437,9,1,0.82,7.05
A-232447,9,1,0.861,6.45
A-232449,9,1,0.77,5.92
A-232461,9,1,0.96,9.5
A-232495,9,1,0.952,9.72
A-232497,9,1,0.778,4.25
A-232510,9,1,0.89,7.99
A-232542,9,1,0.856,6.04
A-232548,9,1,0.877,8.76
A-232556,9,1,0.924,5.03
A-232559,9,1,0.694,8.03
A-232577,9,1,0.616,6.26
A-232578,9,1,0.961,6.32
A-232580,9,1,0.665,9.75
A-232587,9,1,0.697,4.28
A-232591,9,1,0.712,5.61
A-232610,9,1,0.684,6.62
A-232612,9,1,0.836,4.59
A-232620,9,1,0.784,8.17
A-232628,9,1,0.665,6.48
A-232635,9,1,0.983,9.26
A-232636,9,1,0.934,9.37
A-232645,9,1,0.915,6.83
A-232652,9,1,0.82,4.48
A-232656,9,1,0.693,6.87
A-232657,9,1,0.564,7.17
A-232674,9,1,0.789,8.4
A-232676,9,1,0.581,9.05
A-232677,9,1,0.676,4.88
A-232683,9,1,0.779,4.06
A-232710,9,1,0.655,7.86
A-232711,9,1,0.966,4.48
A-232717,9,1,0.774,7.91
A-232718,9,1,0.561,6.15
A-232721,9,1,0.874,8.93
A-232723,9,1,0.699,9.44
A-232760,9,1,0.962,5.04
A-232772,9,1,0.513,4.51
A-232774,9,1,0.947,7.5
A-232777,9,1,0.836,8.53
A-232788,9,1,0.966,8.56
A-232790,9,1,0.555,7.16
A-232806,9,1,0.904,4.3
A-232812,9,1,0.852,8.35
A-232821,9,1,0.751,8.62
A-232833,9,1,0.957,6.96
A-232838,9,1,0.62,4.12
A-232853,9,1,0.595,7.14
A-232857,9,1,0.667,9.07
A-232869,9,1,0.886,9.92
A-232871,9,1,0.96,8.96
A-232877,9,1,0.759,7.86
A-232880,9,1,0.738,8.47
A-232882,9,1,0.97,4.33
A-232883,9,1,0.753,4.1
A-232887,9,1,0.659,7.33
A-232893,9,1,0.764,5.31
A-232912,9,1,0.653,7.89
A-232917,9,1,0.564,5.21
A-232924,9,1,0.516,6.94
A-232925,9,1,0.75,6.6
A-232944,9,1,0.724,4.86
A-232946,9,1,0.835,7.59
A-232949,9,1,0.876,7.04
A-232952,9,1,0.552,4.47
A-232970,9,1,0.886,5.33
A-232987,9,1,0.563,8.84
A-232997,9,1,0.618,8.84
A-232998,9,1,0.913,7.1
A-233025,9,1,0.972,4.22
A-233035,9,1,0.635,8.04
A-233042,9,1,0.935,6.14
A-233072,9,1,0.718,5.82
A-233077,9,1,0.982,8.15
A-233083,9,1,0.56,4.03
A-233104,9,1,0.63,5.86
A-233105,9,1,0.942,6.11
A-233107,9,1,0.855,6.7
A-233111,9,1,0.698,4.45
A-233119,9,1,0.949,6.25
A-233159,9,1,0.675,7.17
A-233173,9,1,0.969,9.47
A-233179,9,1,0.528,7.19
A-233188,9,1,0.897,5.94
A-233190,9,1,0.684,6.34
A-233201,9,1,0.748,8.19
A-233207,9,1,0.584,4.31
A-233232,9,1,0.843,7.44
A-233235,9,1,0.755,7.66
A-233246,9,1,0.8,5.99
A-233257,9,1,0.917,6.58
A-233275,9,1,0.983,8.49
A-233277,9,1,0.927,5.68
A-233297,9,1,0.649,4.21
A-233307,9,1,0.921,5.25
A-233325,9,1,0.999,4.45
A-233331,9,1,0.662,9.75
A-233347,9,1,0.947,5.29
A-233368,9,1,0.832,9.76
A-233383,9,1,0.997,4.5
A-233384,9,1,0.974,4.68
A-233400,9,1,0.852,8.66
A-233423,9,1,0.877,7.46
A-233425,9,1,0.963,7.62
A-233428,9,1,0.736,8.35
A-233435,9,1,0.58,4.92
A-233460,9,1,0.506,4.76
A-233483,9,1,0.971,7.93
A-233486,9,1,0.508,6.3
A-233487,9,1,0.618,8.37
A-233494,9,1,0.782,6.32
A-233524,9,1,0.784,8.93
A-233527,9,1,0.944,5.17
A-233529,9,1,0.571,4.99
A-233543,9,1,0.532,9.2
A-233549,9,1,0.739,4.14
A-233556,9,1,0.992,8.32
A-233575,9,1,0.813,8.69
A-233586,9,1,0.585,5.13
A-233591,9,1,0.887,5.27
A-233597,9,1,0.623,9.48
A-233601,9,1,0.969,7.31
A-233604,9,1,0.984,8.27
A-233607,9,1,0.632,7.42
A-233609,9,1,0.956,6.63
A-233613,9,1,0.585,9.99
A-233617,9,1,0.614,7.95
A-233639,9,1,0.978,7.65
A-233650,9,1,0.756,9.58
A-233653,9,1,0.682,4.78
A-233670,9,1,0.849,9.79
A-233674,9,1,0.906,5.34
A-233686,9,1,0.559,7.83
A-233696,9,1,0.727,4.01
A-233697,9,1,0.627,4.9
A-233701,9,1,0.925,6.37
A-233703,9,1,0.688,8.72
A-233704,9,1,0.802,7.63
A-233728,9,1,0.978,7.33
A-233730,9,1,0.606,8.7
A-233741,9,1,0.843,8.48
A-233746,9,1,0.796,7.74
A-233753,9,1,0.988,7.75
A-233755,9,1,0.997,6.74
A-233786,9,1,0.752,7.65
A-233788,9,1,0.669,7.84
A-233797,9,1,0.675,7.93
A-233801,9,1,0.764,6.72
A-233803,9,1,0.533,4.29
A-233813,9,1,0.504,5.06
A-233814,9,1,0.841,5.44
A-233825,9,1,0.599,4.71
A-233864,9,1,0.827,5.1
A-233871,9,1,0.702,6.6
A-233876,9,1,0.679,7.25
A-233881,9,1,0.554,7.09
A-233883,9,1,0.656,6.64
A-233902,9,1,0.834,6.98
A-233903,9,1,0.53,4.72
A-233914,9,1,0.777,8.41
A-233928,9,1,0.772,5.92
A-233946,9,1,0.629,4.7
A-233948,9,1,0.749,9.43
A-233949,9,1,0.597,4.7
A-233952,9,1,0.771,7.5
A-233964,9,1,0.978,6.91
A-233977,9,1,0.824,5.47
A-233978,9,1,0.589,7.06
A-233979,9,1,0.863,7.79
A-233982,9,1,0.907,4.04
A-233983,9,1,0.808,5.39
A-233984,9,1,0.707,4.39
A-233989,9,1,0.54,8.69
A-234000,9,1,0.86,7.06
A-234001,9,1,0.895,5.57
A-234002,9,1,0.758,8.13
A-234010,9,1,0.645,7.55
A-234014,9,1,0.841,9.26
A-230634,8.9,1,0.912,4.48
A-230638,8.9,1,0.689,6.09
A-230663,8.9,1,0.84,5.32
A-230669,8.9,1,0.563,9.26
A-230672,8.9,1,0.557,7.31
A-230683,8.9,1,0.75,5.8
A-230698,8.9,1,0.944,4.09
A-230708,8.9,1,0.727,8.48
A-230717,8.9,1,0.681,5.25
A-230718,8.9,1,0.517,7.4
A-230723,8.9,1,0.701,8.3
A-230738,8.9,1,0.885,4.25
A-230743,8.9,1,0.723,9.87
A-230747,8.9,1,0.697,9.73
A-230755,8.9,1,0.907,4.32
A-230783,8.9,1,0.998,7.92
A-230787,8.9,1,0.568,5.37
A-230808,8.9,1,0.544,8.42
A-230815,8.9,1,0.892,4.09
A-230880,8.9,1,0.832,7.91
A-230891,8.9,1,0.699,6.14
A-230895,8.9,1,0.924,7.26
A-230901,8.9,1,0.765,4.4
A-230902,8.9,1,0.519,8.42
A-230905,8.9,1,0.996,5.04
A-230907,8.9,1,0.659,5.95
A-230912,8.9,1,0.631,8.78
A-230919,8.9,1,0.854,6.45
A-230922,8.9,1,0.639,8.88
A-230934,8.9,1,0.699,8.79
A-230938,8.9,1,0.516,4.67
A-230946,8.9,1,0.874,9.35
A-230957,8.9,1,0.513,8.02
A-230959,8.9,1,0.788,6
A-230960,8.9,1,0.64,4.79
A-230968,8.9,1,0.505,6.38
A-230976,8.9,1,0.653,6.41
A-230988,8.9,1,0.663,9.77
A-230989,8.9,1,0.881,9.32
A-231000,8.9,1,0.589,8.03
A-231012,8.9,1,0.723,5.96
A-231018,8.9,1,0.544,4.18
A-231019,8.9,1,0.79,4.99
A-231040,8.9,1,0.619,7.46
A-231041,8.9,1,0.964,6.89
A-231076,8.9,1,0.959,7.97
A-231079,8.9,1,0.779,6.64
A-231086,8.9,1,0.601,9.86
A-231105,8.9,1,0.76,5.14
A-231110,8.9,1,0.729,5.32
A-231115,8.9,1,0.556,9.05
A-231140,8.9,1,0.66,7.79
A-231152,8.9,1,0.597,7.31
A-231167,8.9,1,0.516,4.32
A-231170,8.9,1,0.887,8.91
A-231194,8.9,1,0.911,7.7
A-231219,8.9,1,0.697,8.17
A-231226,8.9,1,0.66,7.36
A-231236,8.9,1,0.745,4.22
A-231238,8.9,1,0.726,8
A-231240,8.9,1,0.994,6.17
A-231248,8.9,1,0.538,6.85
A-231254,8.9,1,0.601,4.16
A-231257,8.9,1,0.526,6.5
A-231268,8.9,1,0.933,9.16
A-231281,8.9,1,0.832,4.51
A-231296,8.9,1,0.658,6.77
A-231304,8.9,1,0.857,4.3
A-231305,8.9,1,0.787,9.66
A-231311,8.9,1,0.981,4.08
A-231332,8.9,1,0.881,4.64
A-231344,8.9,1,0.63,7.65
A-231352,8.9,1,0.856,7.65
A-231355,8.9,1,0.978,7.21
A-231362,8.9,1,0.782,9.31
A-231386,8.9,1,0.636,9.73
A-231389,8.9,1,0.579,9.31
A-231393,8.9,1,0.632,6.39
A-231396,8.9,1,0.804,4.49
A-231401,8.9,1,0.603,6.31
A-231413,8.9,1,0.554,6.33
A-231442,8.9,1,0.978,5.04
A-231450,8.9,1,0.704,6.9
A-231451,8.9,1,0.861,7.4
A-231454,8.9,1,0.54,5.52
A-231465,8.9,1,0.79,9.94
A-231491,8.9,1,0.929,6.12
A-231504,8.9,1,0.971,8.64
A-231505,8.9,1,0.976,6.91
A-231515,8.9,1,0.994,4.95
A-231529,8.9,1,0.679,7.43
A-231536,8.9,1,0.842,9.71
A-231546,8.9,1,0.781,6.43
A-231565,8.9,1,0.908,5.78
A-231589,8.9,1,0.627,6.56
A-231590,8.9,1,0.771,6.88
A-231595,8.9,1,0.739,8.33
A-231599,8.9,1,0.775,8.13
A-231605,8.9,1,0.956,8.44
A-231616,8.9,1,0.578,4.2
A-231618,8.9,1,0.526,4.1
A-231623,8.9,1,0.927,5.18
A-231624,8.9,1,0.892,7.53
A-231629,8.9,1,0.557,6.69
A-231631,8.9,1,0.546,7.94
A-231632,8.9,1,0.958,8.9
A-231634,8.9,1,0.513,4.75
A-231637,8.9,1,0.831,9.26
A-231648,8.9,1,0.607,8.88
A-231655,8.9,1,0.964,8.43
A-231672,8.9,1,0.965,8.91
A-231674,8.9,1,0.605,4.91
A-231675,8.9,1,0.602,8.58
A-231689,8.9,1,0.835,8.42
A-231695,8.9,1,0.875,6.59
A-231701,8.9,1,0.923,6.21
A-231705,8.9,1,0.957,8.19
A-231715,8.9,1,0.882,4.6
A-231716,8.9,1,0.665,6.79
A-231727,8.9,1,0.515,9.75
A-231750,8.9,1,0.575,8.26
A-231762,8.9,1,0.729,4.47
A-231764,8.9,1,0.653,8.23
A-231768,8.9,1,0.692,5.32
A-231774,8.9,1,0.717,4.24
A-231783,8.9,1,0.755,4.71
A-231786,8.9,1,0.616,9.96
A-231790,8.9,1,0.653,5.32
A-231805,8.9,1,0.598,4.74
A-231807,8.9,1,0.68,5.25
A-231823,8.9,1,0.677,9.68
A-231833,8.9,1,0.51,9.58
A-231836,8.9,1,0.895,7.79
A-231865,8.9,1,0.68,7.93
A-231877,8.9,1,0.733,6.84
A-231897,8.9,1,0.939,7.3
A-231913,8.9,1,0.644,6.1
A-231914,8.9,1,0.992,6.22
A-231925,8.9,1,0.82,6.65
A-231939,8.9,1,0.649,7.12
A-231947,8.9,1,0.644,8.37
A-231950,8.9,1,0.723,4.47
A-231962,8.9,1,0.871,8.11
A-231965,8.9,1,0.941,6.76
A-231974,8.9,1,0.526,7.7
A-231978,8.9,1,0.64,9.77
A-231982,8.9,1,0.848,9.55
A-231984,8.9,1,0.549,9.95
A-232008,8.9,1,0.589,6.34
A-232015,8.9,1,0.889,7.12
A-232047,8.9,1,0.572,5.93
A-232059,8.9,1,0.539,6.22
A-232062,8.9,1,0.713,5.99
A-232068,8.9,1,0.675,5.03
A-232076,8.9,1,0.839,7.73
A-232080,8.9,1,0.979,6.76
A-232089,8.9,1,0.551,4.01
A-232094,8.9,1,0.557,5.59
A-232096,8.9,1,0.954,4.03
A-232102,8.9,1,0.801,5.53
A-232112,8.9,1,0.881,4.7
A-232117,8.9,1,0.842,6.08
A-232125,8.9,1,0.613,6.66
A-232131,8.9,1,0.899,6.15
A-232136,8.9,1,0.922,5.3
A-232142,8.9,1,0.57,7.74
A-232160,8.9,1,0.587,6.62
A-232164,8.9,1,0.532,6.77
A-232167,8.9,1,0.652,8.76
A-232169,8.9,1,0.851,9.16
A-232172,8.9,1,0.929,9.99
A-232173,8.9,1,0.61,5.49
A-232179,8.9,1,0.607,4.19
A-232190,8.9,1,0.948,6.38
A-232195,8.9,1,0.793,7.62
A-232204,8.9,1,0.799,4.94
A-232230,8.9,1,0.673,5.87
A-232242,8.9,1,0.964,7.07
A-232263,8.9,1,0.911,9.31
A-232276,8.9,1,0.923,4.46
A-232286,8.9,1,0.887,6.1
A-232291,8.9,1,0.808,5.6
A-232308,8.9,1,0.7,7.75
A-232312,8.9,1,0.838,7.21
A-232313,8.9,1,0.981,5.62
A-232327,8.9,1,0.585,6.63
A-232331,8.9,1,0.561,5.81
A-202418,7.2,1,0.528,4.53
A-202419,7.2,1,0.582,9.17
A-202432,7.2,1,0.64,9.59
A-202458,7.2,1,0.679,4.99
A-202460,7.2,1,0.943,6.86
A-202461,7.2,1,0.651,4.36
A-202472,7.2,1,0.87,9.28
A-202473,7.2,1,0.673,9.19
A-202492,7.2,1,0.765,9.2
A-202495,7.2,1,0.988,7.6
A-202500,7.2,1,0.652,8.03
A-202514,7.2,1,0.848,4.83
A-202516,7.2,1,0.779,7.56
A-202552,7.2,1,0.964,5.63
A-202556,7.2,1,0.533,5.38
A-202558,7.2,1,0.692,4.19
A-202584,7.2,1,0.893,8.86
A-202586,7.2,1,0.612,8.21
A-202602,7.2,1,0.811,8.44
A-202610,7.2,1,0.69,4.03
A-202611,7.2,1,0.963,5.26
A-202621,7.2,1,0.663,7.93
A-202644,7.2,1,0.704,7.66
A-202648,7.2,1,0.901,7.03
A-202661,7.2,1,0.7,6.09
A-202668,7.2,1,0.843,5.54
A-202676,7.2,1,0.947,9.25
A-202677,7.2,1,0.511,6.17
A-202680,7.2,1,0.694,4.41
A-202697,7.2,1,0.715,7.37
A-202706,7.2,1,0.565,5.09
A-202717,7.2,1,0.623,5.82
A-202750,7.2,1,0.825,6.92
A-202751,7.2,1,0.576,4.43
A-202757,7.2,1,0.547,8.63
A-202767,7.2,1,0.909,6.27
A-202772,7.2,1,0.962,9.1
A-202781,7.2,1,0.818,8.51
A-202785,7.2,1,0.811,4.06
A-202791,7.2,1,0.69,4.3
A-202792,7.2,1,0.552,4.01
A-202797,7.2,1,0.551,8.36
A-202799,7.2,1,0.988,9.5
A-202803,7.2,1,0.993,8.38
A-202815,7.2,1,0.798,6.61
A-202821,7.2,1,0.549,4.29
A-202827,7.2,1,0.579,7.53
A-202837,7.2,1,0.876,4.41
A-202838,7.2,1,0.87,9.48
A-202842,7.2,1,0.968,7.99
A-202847,7.2,1,0.58,5.45
A-202871,7.2,1,0.745,4.43
A-202875,7.2,1,0.745,6.88
A-202889,7.2,1,0.501,8.79
A-202902,7.2,1,0.69,5.34
A-202909,7.2,1,0.756,4.91
A-202917,7.2,1,0.917,6.58
A-202924,7.2,1,0.993,6.36
A-202925,7.2,1,0.859,9.14
A-202929,7.2,1,0.526,4.7
A-202933,7.2,1,0.92,7.47
A-202948,7.2,1,0.9,5.38
A-202949,7.2,1,0.989,7.25
A-202956,7.2,1,0.613,8.68
A-202957,7.2,1,0.784,5.57
A-202958,7.2,1,0.578,4.82
A-202962,7.2,1,0.952,6.87
A-202966,7.2,1,0.68,7.98
A-202967,7.2,1,0.809,4.75
A-202972,7.2,1,0.829,7.73
A-202979,7.2,1,0.653,4.5
A-202980,7.2,1,0.706,5.9
A-202981,7.2,1,0.748,6.39
A-202990,7.2,1,0.95,7.2
A-202997,7.2,1,0.617,5.89
A-203052,7.2,1,0.55,5.35
A-203062,7.2,1,0.746,8.19
A-203066,7.2,1,0.834,8.39
A-203078,7.2,1,0.511,4.78
A-203082,7.2,1,0.902,8.12
A-203086,7.2,1,0.553,7.21
A-203101,7.2,1,0.656,9.45
A-203119,7.2,1,0.723,5.08
A-203129,7.2,1,0.734,8.63
A-203143,7.2,1,0.693,4.15
A-203157,7.2,1,0.638,4.41
A-203160,7.2,1,0.939,6.92
A-203163,7.2,1,0.795,4.84
A-203170,7.2,1,0.903,5.05
A-203183,7.2,1,0.568,4.14
A-203196,7.2,1,0.979,4.82
A-203213,7.2,1,0.806,9.89
A-203215,7.2,1,0.758,8.36
